id	word	wordnet21id	wordnetSupersenseId	wordnetSupersenseName
61012	disagreement	a conflict of people's opinions or actions or characters	13796	26	state
61013	disunity	lack of unity (usually resulting from dissension)	13796	26	state
61014	suspicion	the state of being suspected; "he tried to shield me from suspicion"	13797	26	state
61015	cloud	suspicion affecting your reputation; "after that mistake he was under a cloud"	13797	26	state
61016	illumination	the degree of visibility of your environment	13797	26	state
61017	light	having abundant light or illumination: "they played as long as it was light" or "as long as the lighting was good"	_	_	_
61018	dark	absence of light or illumination	13797	26	state
61019	night	darkness; "it vanished into the night"	13797	26	state
61020	total darkness	total absence of light; "they fumbled around in total darkness"; "in the black of night"	13797	26	state
61021	blackout	darkness resulting from the extinction of lights (as in a city invisible to enemy aircraft)	13798	26	state
61022	semidarkness	partial darkness	13798	26	state
61023	cloudiness	gloomy semidarkness caused by cloud cover	13798	26	state
61024	dusk	a state of diffused or dim illumination	_	_	_
61025	shade	relative darkness caused by light rays being intercepted by an opaque body	_	_	_
61026	shadow	shade within clear boundaries	13799	26	state
61027	umbra	a region of complete shadow resulting from total obstruction of light	13799	26	state
61028	penumbra	a fringe region of partial shadow around an umbra	13799	26	state
61029	dimness	the state of being poorly illuminated	13799	26	state
61030	gloom	a state of partial or total darkness; "he struck a match to dispell the gloom"	_	_	_
61031	obscurity	the state of being indistinct or indefinite for lack of adequate illumination	13799	26	state
61032	emotional state	the state of a person's emotions (especially with regard to pleasure or dejection); "his emotional state depended on her opinion"; "he was in good spirits"; "his spirit rose"	13799	26	state
61033	embarrassment	the state of being embarrassed (usually by some financial inadequacy); "he is currently suffering financial embarrassments"	13800	26	state
61034	ecstasy	a state of being carried away by overwhelming emotion: "listening to sweet music in a perfect rapture"- Charles Dickens	_	_	_
61035	gratification	state of being gratified; great satisfaction: "dull repetitious work gives no gratification"; "to my immense gratification he arrived on time"	_	_	_
61036	quality of life	your personal satisfaction (or dissatisfaction) with the cultural or intellectual conditions under which you live (as distinct from material comfort); "the new art museum is expected to improve the quality of life"	13801	26	state
61037	happiness	state of well-being characterized by emotions ranging from contentment to intense joy	13801	26	state
61038	blessedness	a state of supreme happiness	13801	26	state
61039	bliss	a state of extreme happiness	13801	26	state
61040	ecstasy	a state of elated bliss	13802	26	state
61041	nirvana	(Hinduism and Buddhism) the beatitude that transcends the cycle of reincarnation; characterized by the extinction of desire and individual consciousness	_	_	_
61042	state	(informal) a state of depression or agitation; "he was in such a state you just couldn't reason with him"	_	_	_
61043	unhappiness	state characterized by emotions ranging from mild discontentment to deep grief	13802	26	state
61044	embitterment	the state of being embittered; "the embitterment that resulted from the loss of his job never left him"	13802	26	state
61045	sadness	the state of being sad; "she tired of his perpetual sadness"	13802	26	state
61046	mourning	state of sorrow over the death or departure of a loved one	13803	26	state
61047	poignance	a state of deeply felt distress or sorrow: "a moment of extraordinary poignancy"	_	_	_
61048	innocence	a state or condition of being innocent of a specific crime or offense; "the trial established his innocence"	13803	26	state
61049	blamelessness	a state of innocence	13803	26	state
61050	purity	the state of being free from sin or moral wrong; lacking a knowledge of evil	_	_	_
61051	cleanness	without moral defects	13804	26	state
61052	clear	the state of being free of suspicion: "investigation showed that he was in the clear"	_	_	_
61053	guilt	the state of having committed an offense	13804	26	state
61054	blameworthiness	a state of guilt	13804	26	state
61055	bloodguilt	the state of being guilty of bloodshed and murder	13805	26	state
61056	complicity	guilt as an accomplice in a crime or offense	13805	26	state
61057	criminalism	the state of being a criminal	13805	26	state
61058	guilt by association	the attribution of guilt (without proof) to individuals because the people they associate with are guilty	13805	26	state
61059	impeachability	the state of being liable to impeachment	13805	26	state
61060	freedom	the condition of being free; the power to act or speak or think without externally imposed restraints	13805	26	state
61061	academic freedom	the freedom of teachers and students to express their ideas in school without religious or political or institutional restrictions	13806	26	state
61062	independence	freedom from control or influence of another or others	13808	26	state
61063	autonomy	immunity from arbitrary exercise of authority: political independence	13806	26	state
61064	self-government	government of a country by its own people	_	_	_
61065	sovereignty	government free from external control	13806	26	state
61066	local option	freedom of a local government to determine by popular vote the applicability of a controversial law in their jurisdiction	13806	26	state
61067	home rule	self-government in local matters by a city or county that is part of a national government	13807	26	state
61068	autarky	economic independence as a national policy	13807	26	state
61069	free rein	the removal of constraints; "he gave free rein to his impulses"; "they gave full play to the artist's talent"	13807	26	state
61070	freedom of the seas	the right of merchant ships to travel freely in international waters	13807	26	state
61071	liberty	freedom of choice: "liberty of opinion"; "liberty of worship"; "liberty--perfect liberty--to think or feel or do just as one pleases"; "at liberty to choose whatever occupation one wishes"	_	_	_
61072	license	freedom to deviate deliberately from normally applicable rules or practices (especially in behavior or speech)	13808	26	state
61073	poetic license	license used by a writer or artist to heighten the effect of their work	13808	26	state
61074	latitude	freedom from normal restraints in conduct: "the new freedom in movies and novels"; "allowed his children considerable latitude in how they spent their money"	_	_	_
61075	license	excessive freedom; lack of due restraint: "when liberty becomes license dictatorship is near"- Will Durant; "the intolerable license with which the newspapers break...the rules of decorum"- Edmund Burke	_	_	_
61076	civil liberty	one's freedom to exercise one's rights as guaranteed under the laws of the country	13809	26	state
61077	discretion	freedom to act or judge on one's own	13809	26	state
61078	free will	the freedom or ability to choose	_	_	_
61079	liberty	personal freedom from servitude or confinement or oppression	13809	26	state
61080	subjugation	forced submission to control by others	13810	26	state
61081	repression	a state of forcible subjugation; "the repression of Christian sects"	_	_	_
61082	oppression	kept down by unjust use of force or authority: "the tyrant's oppression of the people"	_	_	_
61083	enslavement	the state of being a slave; "So every bondman in his own hand bears the power to cancel his captivity"--Shakespeare	13810	26	state
61084	bondage	the state of being under the control of another person	13811	26	state
61085	servitude	state of subjection to an owner or master or forced labor imposed as punishment: "penal servitude"	_	_	_
61086	peonage	the condition of a peon	13812	26	state
61087	serfdom	the state of a serf	13812	26	state
61088	confinement	the state of being confined; "he was held in solitary confinement"	_	_	_
61089	constraint	the state of being constrained	_	_	_
61090	cage	something that restricts freedom as a cage restricts movement	13812	26	state
61091	iron cage	a cage from which there is no escape	13813	26	state
61092	captivity	the state of being imprisoned; "he was held in captivity until he died"; "the imprisonment of captured soldiers"; "his ignominious incarceration in the local jail"; "he practiced the immurement of his enemies in the castle dungeon"	13813	26	state
61093	detention	a state of confinement (usually for a short time; "the prisoner is on hold"; "he is in the custody of police")	_	_	_
61094	durance	imprisonment (especially for a long time)	13814	26	state
61095	internment	confinement during wartime	13814	26	state
61096	representation	the state of serving as an official and authorized delegate or agent	13814	26	state
61097	free agency	(sports) the state of a professional athlete who is free to negotiate a contract to play for any team	13814	26	state
61098	legal representation	personal representation that has legal status; "an person who has been declared incompetent should have legal representation"	13814	26	state
61099	autonomy	personal independence	13814	26	state
61100	separateness	political independence; "seeking complete political separateness for Taiwan"	13815	26	state
61101	dependence	lack of independence or self-sufficiency	13815	26	state
61102	helplessness	the state of needing help from something	13815	26	state
61103	reliance	the state of relying on something	13815	26	state
61104	subordination	the state of being subordinate to something	13815	26	state
61105	contingency	the state of being contingent on something	13815	26	state
61106	polarization	the condition of having or giving polarity	13815	26	state
61107	draw	the situation in a contest in which the winner is undecided at the end; "the game ended in a draw"; "their record was 3 wins, 6 losses and a tie"	_	_	_
61108	dead heat	a tie in a race	07253	11	event
61109	stalemate	drawing position in chess: any of a player's possible moves would place his king in check	07253	11	event
61110	balance	a state of equilibrium	13816	26	state
61111	tension	a balance between and interplay of opposing elements or tendencies (especially in art or literature); "there is a tension created between narrative time and movie time"; "there is a tension between these approaches to understanding history"	13816	26	state
61112	dynamic balance	(aeronautics) the state of equilibrium in which centrifugal forces due to a rotating mass (e.g., a propeller) do not produce force in the shaft and so vibration is reduced	13816	26	state
61113	poise	a state of being balanced in a stable equilibrium	13817	26	state
61114	imbalance	a state of disequilibrium	_	_	_
61115	motion	a state of change; "they were in a state of steady motion"	13818	26	state
61116	shaking	a shaky motion; "the shaking of his fingers as he lit his pipe"	13818	26	state
61117	tremolo	(music) a tremulous effect produced by rapid repetition of a single tone or rapid alternation of two tones	13818	26	state
61118	precession	the motion of a spinning body (as a top) in which it wobbles so that the axis of rotation sweeps out a cone	13819	26	state
61119	stream	something that resembles a flowing stream in moving continuously; "a stream of people emptied from the terminal"; "the museum had planned carefully for the flow of visitors"	13819	26	state
61120	motionlessness	a state of no motion or movement	_	_	_
61121	stationariness	remaining in place	13820	26	state
61122	inaction	a state of no activity	_	_	_
61123	dead letter	the state of something that has outlived its relevance	13820	26	state
61124	action	the state of being active; "his sphere of activity"; "he is out of action"	13820	26	state
61125	agency	the state of being in action or exerting power; "the agency of providence"; "she has free agency"	13821	26	state
61126	play	a state in which action is feasible; "the ball was still in play"; "insiders said the company's stock was in play"	13823	26	state
61127	busyness	the state of being or appearing to be actively engaged in an activity: "they manifested all the busyness of a pack of beavers"	_	_	_
61128	behavior	the action or reaction of something (as a machine or substance) under specified circumstances; "the behavior of small particles can be studied in experiments"	13822	26	state
61129	eruption	(of volcanos) pouring out fumes or lava	_	_	_
61130	operation	the state of being in effect or being operative; "that rule is no longer in operation"	13822	26	state
61131	commission	the state of being in good working order and ready for operation; "put the ships into comission"; "the motor was out of commission"	_	_	_
61132	running	the state of being in operation; "the engine is running smoothly"	13823	26	state
61133	swing	a state of steady vigorous action that is characteristic of an activity; "the party went with a swing"; "it took time to get into the swing of things"	13823	26	state
61134	inaction	the state of being inactive	13824	26	state
61135	anergy	inactivity and lack of energy	13824	26	state
61136	desuetude	a state of inactivity or disuse	13825	26	state
61137	stasis	inactivity resulting from a static balance between opposing forces	13827	26	state
61138	stagnation	a state of inactivity (in  business or art etc); "economic growth of less than 1% per year is considered to be economic stagnation"	_	_	_
61139	recession	the state of the economy declines; a widespread decline in the GDP and employment and trade lasting from six months to a year	13827	26	state
61140	rest	a state of inaction; "a body will continue in a state of rest until acted upon"	13826	26	state
61141	extinction	no longer active; extinguished; "the extinction of the volcano"	13826	26	state
61142	abeyance	temporary cessation or suspension	13824	26	state
61143	deferral	a state of abeyance or suspended business	13827	26	state
61144	moratorium	suspension of an ongoing activity	13827	26	state
61145	dormancy	a state of quiet (but possibly temporary) inaction	_	_	_
61146	hibernation	cessation from or slowing of activity during the winter; especially slowing of metabolism in some animals	13827	26	state
61147	estivation	cessation from or slowing of activity during the summer; especially slowing of metabolism in some animals	_	_	_
61148	acathexia	an inability to retain bodily secretions	13828	26	state
61149	angiotelectasia	dilation and enlargement of arterioles	13828	26	state
61150	torpor	a state of motor and mental inactivity with a partial suspension of sensibility; "he fell into a deep torpor"	13828	26	state
61151	hibernation	the torpid or resting state in which some animals pass the winter	13828	26	state
61152	lethargy	a state of comatose torpor	_	_	_
61153	slumber	a dormant or quiescent state	13829	26	state
61154	arrest	the state of inactivity following an interruption; "the negotiations were in arrest"; "held them in check"; "during the halt he got some lunch"; "he spent the entire stay in his room"	_	_	_
61155	deadlock	a situation in which no progress can be made: "reached an impasse on the negotiations"	_	_	_
61156	logjam	any stoppage attributable to unusual activity; "the legislation ran into a logjam"	13829	26	state
61157	temporary state	a state that continues for a limited time	13829	26	state
61158	case	a specific state of mind that is temporary; "a case of the jitters"	13829	26	state
61159	state of mind	a temporary psychological state	13829	26	state
61160	thinking cap	a state in which one thinks	13830	26	state
61161	fatigue	temporary loss of strength and energy resulting from hard physical or mental work	_	_	_
61162	eyestrain	a tiredness of the eyes caused by prolonged close work by a person with an uncorrected vision problem	13830	26	state
61163	jet lag	fatigue and sleep disturbance resulting from disruption of the body's normal circadian rhythm as a result of jet travel	13830	26	state
61164	exhaustion	extreme fatigue	13831	26	state
61165	depletion	the state of being depleted	13831	26	state
61166	salt depletion	loss of salt from the body without replacement (loss by vomiting or profuse perspiration or urination or diarrhea) thus upsetting the electrolyte balance	13831	26	state
61167	electrolyte balance	an equilibrium between the amounts of electrolytes (as calcium and sodium and potassium) that is essential for normal health and functioning	13831	26	state
61168	frazzle	(informal) a state of extreme exhaustion; "he was worn to a frazzle"	_	_	_
61169	mental exhaustion	exhaustion that affects mental keenness	13832	26	state
61170	grogginess	a groggy state resulting from weariness	13832	26	state
61171	loginess	a dull and listless state resulting from weariness	13832	26	state
61172	drunkenness	a temporary state resulting from excessive consumption of alcohol	13832	26	state
61173	grogginess	a dazed and staggering state caused by alcohol	13832	26	state
61174	sottishness	stupefaction from drink	13832	26	state
61175	soberness	the state of being sober	_	_	_
61176	acardia	congenital absence of the heart (as in the development of some monsters)	13833	26	state
61177	acephalia	absence of the head (as in the development of some monsters)	13833	26	state
61178	acidosis	abnormally high acidity of the blood and other body tissues	_	_	_
61179	ketoacidosis	acidosis with an accumulation of ketone bodies; occurs primarily in diabetes mellitus	13833	26	state
61180	acidemia	a blood disorder characterized by an increased concentration of hydrogen ions in the blood (which falls below 7 on the pH scale)	13834	26	state
61181	alkalemia	a blood disorder characterized by a lower concentration of hydrogen ions in the blood (which rises above 7.45 on the pH scale)	13834	26	state
61182	alkalinuria	a condition in which the urine (which is normally slightly acidic) is alkaline	13834	26	state
61183	alkalosis	abnormally high alkalinity of the blood and other body tissues	_	_	_
61184	acorea	absence of the pupil in an eye	13835	26	state
61185	acromicria	abnormally small extremities (underdeveloped fingers and toes)	13835	26	state
61186	acromphalus	abnormal protrusion of the navel; sometimes the start of umbilical hernia	13835	26	state
61187	agalactia	a condition in which milk is not secreted in the mother's breasts after her child has been delivered	13836	26	state
61188	amastia	absence of the mammary glands (either through surgery or developmental defect)	13836	26	state
61189	ankylosis	abnormal adhesion and rigidity of the bones of a joint	13836	26	state
61190	aneuploidy	an abnormality involving a chromosome number that is not an exact multiple of the haploid number (one chromosome set is incomplete)	13836	26	state
61191	anorchism	absence of one of both testes	13836	26	state
61192	wakefulness	a temporary state in which you are unable (or unwilling) to sleep	_	_	_
61193	hypersomnia	an inability to stay awake	13837	26	state
61194	insomnia	an inability to sleep; chronic sleeplessness	13837	26	state
61195	anesthesia	loss of bodily sensation with or without loss of consciousness	13837	26	state
61196	anhidrosis	failure of the sweat glands	13837	26	state
61197	aplasia	failure of some tissue or organ to develop	13837	26	state
61198	arousal	a state of heightened physiological activity	13837	26	state
61199	arteriectasis	an abnormal distension of an artery	13838	26	state
61200	asynergy	absence of coordination of organs or body parts that usually work together harmoniously	13838	26	state
61201	asystole	absence of systole; failure of the ventricles of the heart to contract (usually caused by ventricular fibrillation) with consequent absence of the heart beat leading to oxygen lack and eventually to death	13838	26	state
61202	sleep	a natural and periodic state of rest during which consciousness of the world is suspended; "he didn't get enough sleep last night"; "calm as a child in dreamless slumber"	13838	26	state
61203	sleep disorder	a disturbance of the normal sleep pattern	14106	26	state
61204	sleep terror disorder	a disorder of sleep characterized by a dream of terrifying dimensions far worse than a typical nightmare; they occur during NREM sleep	13839	26	state
61205	rapid eye movement sleep	a recurring sleep state during which dreaming occurs; a state of Rapid Eye Movements during sleep	_	_	_
61206	nonrapid eye movement sleep	a recurring sleep state during which rapid eye movements do not occur and dreaming does not occur; accounts for about 75% of normal sleep time	_	_	_
61207	sleep	a torpid state resembling sleep	_	_	_
61208	shuteye	informal term for sleep	13839	26	state
61209	abulia	a loss of will power	13840	26	state
61210	anhedonia	an inability to experience pleasure	13840	26	state
61211	hypnosis	a state that resembles sleep but that is induced by suggestion	13840	26	state
61212	self-hypnosis	hypnosis induced by yourself	13840	26	state
61213	cryoanesthesia	insensibility resulting from cold	13840	26	state
61214	general anesthesia	a state of total unconsciousness resulting from anesthetic drugs (as for a major surgical operation)	13840	26	state
61215	local anesthesia	loss of sensation in a small area of the body (as when a local anesthetic is injected for a tooth extraction)	13841	26	state
61216	conduction anesthesia	anesthesia of an area supplied by a nerve; produced by an anesthetic agent applied to the nerve	13841	26	state
61217	regional anesthesia	loss of sensation in a region of the body produced by application of an anesthetic agent to all the nerves supplying that region (as when an epidural anesthetic is administered to the pelvic region during childbirth)	13841	26	state
61218	topical anesthesia	loss of sensation confined to the skin or mucous surfaces (as when benzocaine or lidocaine is applied to the surface)	13841	26	state
61219	acroanesthesia	loss of sensation in the extremities	13842	26	state
61220	caudal anesthesia	regional anesthesia resulting from injection of an anesthetic into the caudal end of the spinal canal; now largely replaced by epidural anesthesia	13842	26	state
61221	epidural anesthesia	regional anesthesia resulting from injection of an anesthetic into the epidural space of the spinal cord; sensation is lost in the abdominal and genital and pelvic areas; used in childbirth and gynecological surgery	13842	26	state
61222	paracervical block	regional anesthesia resulting from the injection of a local anesthetic on each side of the cervix; used during labor and childbirth	13842	26	state
61223	pudendal block	regional anesthesia resulting from the use of a local anesthetic to deaden the pudendal nerves in the region of the vulva and labia majora; used to ease discomfort during childbirth	13843	26	state
61224	spinal anesthesia	anesthesia of the lower half of the body; caused by injury to the spinal cord or by injecting an anesthetic beneath the arachnoid membrane that surrounds the spinal cord	13843	26	state
61225	saddle block anesthesia	the parts of a patient's body that would touch a saddle if the patient were sitting in one are anesthetized by injecting a local anesthetic into the spinal cord	13843	26	state
61226	twilight sleep	a state of general anesthesia in which the person retains a slight degree of consciousness; can be induced by injection of scopolamine or morphine	13843	26	state
61227	fugue	a dreamlike state of altered consciousness that may last for hours or days	13844	26	state
61228	sleepiness	a very sleepy state; "sleepiness causes many driving accidents"	13844	26	state
61229	imminence	the state of being imminent and liable to happen soon	13844	26	state
61230	readiness	the state of being ready or prepared for use or action (especially military action); "putting them in readiness"	_	_	_
61231	ready	poised for action; "their guns were at the ready"	13845	26	state
61232	alert	condition of heightened watchfulness or preparation for action: "bombers were put on alert during the crisis"	_	_	_
61233	diverticulosis	presence of diverticula in the walls of the colon	_	_	_
61234	emergency	a state in which martial law applies; "the governor declared a state of emergency"	13846	26	state
61235	clutch	a tense critical situation; "he is a good man in the clutch"	13846	26	state
61236	exigency	a pressing or urgent situation: "the health-care exigency"	_	_	_
61237	juncture	a crisis situation or point in time when a critical decision must be made; "at that juncture he had no idea what to do"; "he must be made to realize that the company stands at a critical point"	13847	26	state
61238	desperate straits	a state of extreme distress	13847	26	state
61239	criticality	a critical state; especially the point at which a nuclear reaction is self-sustaining	13847	26	state
61240	flash point	point at which something is ready to blow up	13847	26	state
61241	physiological state	the condition of the body or bodily functions	_	_	_
61242	drive	a physiological state corresponding to a strong need or desire	13849	26	state
61243	flatulence	a state of excessive gas in the alimentary canal	13849	26	state
61244	alertness	a state of readiness to respond; "alerting was indicated by the desynchronization of the EEG"	13849	26	state
61245	emotional arousal	the arousal of strong emotions and emotional behavior	13849	26	state
61246	anger	the state of being angry	13850	26	state
61247	rage	a state of extreme anger; "she fell into a rage and refused to answer"	13850	26	state
61248	excitement	the state of being excited; "his face was flushed with excitement and his hands trembled"	_	_	_
61249	sexual arousal	the arousal of sexual desires in preparation for sexual behavior	13851	26	state
61250	eroticism	a state of anticipation of sexuality	13851	26	state
61251	fetishism	sexual arousal resulting from handling a fetish (or a specific part of the body other than the sexual organs)	_	_	_
61252	horniness	(informal) a state of sexual arousal	_	_	_
61253	erection	an erect penis	13851	26	state
61254	estrus	applies to nonhuman mammals: a state or period of heightened sexual arousal and activity	13852	26	state
61255	anestrus	applies to nonhuman mammals: a state or interval of sexual inactivity between two periods of estrus	13852	26	state
61256	diestrus	(of animals having several estrous cycles in one breeding season) a state or interval of sexual inactivity or quiescence between periods of activity	13852	26	state
61257	desire	something that is desired	13852	26	state
61258	rage	something that is desired intensely; "his rage for fame destroyed him"	13852	26	state
61259	materialism	a desire for wealth and material possessions with little interest in ethical or spiritual matters	13853	26	state
61260	hunger	a physiological need for food	_	_	_
61261	emptiness	having an empty stomach	13853	26	state
61262	edacity	excessive desire to eat	13853	26	state
61263	starvation	a state of extreme hunger resulting from lack of essential nutrients over a prolonged period	13854	26	state
61264	undernourishment	not having enough food to develop or function formally	13854	26	state
61265	thirst	a physiological need to drink	13854	26	state
61266	dehydration	depletion of bodily fluids	13854	26	state
61267	sex drive	a physiological need for sexual activity; "testosterone is responsible for the male sex drive"	13854	26	state
61268	hypoxia	a very strong drive resulting from oxygen deficiency in bodily tissues (short of anoxia)	_	_	_
61269	anemic hypoxia	hypoxia resulting from a decreased concentration of hemoglobin	13855	26	state
61270	hypoxic hypoxia	hypoxia resulting from defective oxygenation of the blood in the lungs	13855	26	state
61271	ischemic hypoxia	hypoxia resulting from slow peripheral circulation (such as follows congestive cardiac failure)	13855	26	state
61272	hypercapnia	the presence of an abnormally high level of carbon dioxide in the circulating blood	13855	26	state
61273	hypocapnia	a state in which the level of carbon dioxide in the blood is lower than normal; can result from deep or rapid breathing	13855	26	state
61274	asphyxia	a condition in which insufficient or no oxygen and carbon dioxide are exchanged on a ventilatory basis; caused by choking or drowning or electric shock or poison gas	13856	26	state
61275	oxygen debt	a cumulative deficit of oxygen resulting from intense exercise; the deficit must be made up when the body returns to rest	13856	26	state
61276	altitude sickness	effects (as nosebleed or nausea) of oxygen deficiency in the blood and tissues at high altitudes	13856	26	state
61277	mountain sickness	nausea and shortness of breath experienced by mountain climbers above ten thousand feet	13856	26	state
61278	anoxia	severe hypoxia; absence of oxygen in inspired gases or in arterial blood or in the tissues	13857	26	state
61279	anemic anoxia	anoxia resulting from a decreased concentration of hemoglobin	13857	26	state
61280	anoxic anoxia	anoxia resulting from defective oxygenation of the blood in the lungs	13857	26	state
61281	ischemic anoxia	anoxia resulting from slow peripheral circulation (such as follows congestive cardiac failure)	13857	26	state
61282	hyperthermia	abnormally high body temperature	_	_	_
61283	normothermia	normal body temperature	13858	26	state
61284	hypothermia	subnormal body temperature	13858	26	state
61285	impotence	an inability (usually of a male) to copulate	_	_	_
61286	barrenness	the state (usually of a woman) of having no children or being unable to have children	13859	26	state
61287	sterility	the state of being unable to produce offspring	_	_	_
61288	cacogenesis	inability to produce hybrids that are both viable and fertile	13859	26	state
61289	dysgenesis	infertility between hybrids	13859	26	state
61290	pregnancy	the state of being pregnant	_	_	_
61291	trouble	an unwanted pregnancy; "he got several girls in trouble"	13860	26	state
61292	gravidity	a technical term for pregnancy	_	_	_
61293	abdominal pregnancy	ectopic pregnancy in the abdominal cavity	13861	26	state
61294	ovarian pregnancy	ectopic pregnancy in the ovary	13861	26	state
61295	tubal pregnancy	ectopic pregnancy in a Fallopian tube	13861	26	state
61296	ectopic pregnancy	pregnancy resulting from gestation elsewhere than in the uterus	13861	26	state
61297	entopic pregnancy	pregnancy resulting from normal gestation in the uterus	13861	26	state
61298	quickening	the stage of pregnancy at which the mother first feels movements of the fetus	_	_	_
61299	parturiency	concluding state of pregnancy; from the onset of labor to the birth of a child; "she was in labor for six hours"	13862	26	state
61300	asynclitism	the presentation during labor of the head of the fetus at an abnormal angle	13862	26	state
61301	atresia	an abnormal condition in which a normal opening or tube in the body (as the urethra) is closed or absent	13863	26	state
61302	rigor mortis	temporary stiffness of joints and muscular rigidity occurring after death	13863	26	state
61303	good health	the state of being vigorous and free from bodily or mental disease	13863	26	state
61304	wholeness	a state of robust good health	13863	26	state
61305	energy	a healthy capacity for vigorous activity; "jogging works off my excess energy"; "he seemed full of vim and vigor"	13863	26	state
61306	bloom	a rosy color (especially in the cheeks) taken as a sign of good health	13864	26	state
61307	freshness	an alert and refreshed state	13864	26	state
61308	radiance	an attractive combination of good health and happiness; "the radiance of her countenance"	13864	26	state
61309	fertility	the state of being fertile; capable of producing offspring	13865	26	state
61310	potency	the state of being potent; a male's capacity to have sexual intercourse	13865	26	state
61311	ill health	a state in which you are unable to function normally and without pain	13865	26	state
61312	disorder	a disturbance of normal functioning; "the doctor prescribed some medicine for the disorder"; "everyone gets stomach upsets from time to time"	_	_	_
61313	abocclusion	the condition in which the upper teeth do not touch the lower teeth when biting	13867	26	state
61314	abruptio placentae	a disorder of pregnancy in which the placenta prematurely separates from the wall of the uterus	13867	26	state
61315	acholia	a condition in which little or no bile is secreted or the flow of bile into the digestive tract is obstructed	13868	26	state
61316	acute brain disorder	any disorder (as sudden confusion or disorientation) in an otherwise normal person that is due to reversible (temporary) impairment of brain tissues (as by head injuries or drugs or infection)	13868	26	state
61317	attention deficit disorder	a condition (mostly in boys) characterized by behavioral and learning disorders	13869	26	state
61318	anorgasmia	absence of an orgasm in sexual relations	13870	26	state
61319	colpoxerosis	a condition in which the vagina is unusually dry	13872	26	state
61320	impaction	a condition in which a tooth is so crowded in its socket that it cannot erupt normally	_	_	_
61321	malocclusion	a condition in which the opposing teeth do not mesh normally	_	_	_
61322	anorexia	a prolonged disorder of eating due to loss of appetite	13869	26	state
61323	anorexia nervosa	(psychiatry) a psychological disorder characterized by somatic delusions that you are too fat despite being emaciated	13874	26	state
61324	fantods	an ill-defined state of irritability and distress	13873	26	state
61325	hyperactivity	a condition characterized by excessive restlessness and movement	13873	26	state
61326	cellularity	the state of having cells	13875	26	state
61327	hypercellularity	the state of having abnormally many cells	13875	26	state
61328	hypocellularity	the state of having abnormally few cells	13875	26	state
61329	illness	impairment of normal physiological function affecting part or all of an organism	13875	26	state
61330	invalidism	chronic ill health	13876	26	state
61331	biliousness	gastric distress caused by a disorder of the liver or gall bladder	13876	26	state
61332	addiction	being abnormally dependent on something that is psychologically or physically habit-forming (especially alcohol or narcotic drugs)	_	_	_
61333	suspended animation	a temporary cessation of vital functions with loss of consciousness resembling death; usually resulting from asphyxia	13876	26	state
61334	anabiosis	suspended animation in organisms during periods of extreme drought from which they revive when moisture returns	13876	26	state
61335	cryptobiosis	a state in which an animal's metabolic activities come to a reversible standstill	13877	26	state
61336	drug addiction	an addiction to a drug (especially a narcotic drug)	13877	26	state
61337	alcoholism	prolonged and excessive intake of alcoholic drinks leading to a breakdown in health and an addiction to alcohol such that abrupt deprivation leads to severe withdrawal symptoms	_	_	_
61338	cocaine addiction	an addiction to cocaine	13878	26	state
61339	heroin addiction	an addiction to heroin	13878	26	state
61340	caffein addiction	an addiction to caffein	13878	26	state
61341	nicotine addiction	an addiction to nicotine	13878	26	state
61342	ague	a fit of shivering	_	_	_
61343	amyloidosis	a disorder characterized by deposit of amyloid in organs or tissues; often secondary to chronic rheumatoid arthritis or tuberculosis or multiple myeloma	13879	26	state
61344	anuresis	inability to urinate	13879	26	state
61345	catastrophic illness	severe illness requiring prolonged hospitalization or recovery; usually involves high costs for hospitals and doctors and medicines	13879	26	state
61346	collapse	an abrupt failure of function or health	13879	26	state
61347	breakdown	a mental or physical breakdown	13879	26	state
61348	nervous breakdown	a severe or incapacitating emotional disorder	13880	26	state
61349	nervous exhaustion	an emotional disorder that leaves you exhausted and unable to work	13880	26	state
61350	neurasthenia	nervous breakdown (not in technical use)	13880	26	state
61351	shock	(pathology) bodily collapse or near collapse caused by inadequate oxygen delivery to the cells; caused by loss of circulating blood or cardiac arrest or obstruction or poor distribution of the blood flow; characterized by reduced cardiac output and rapid 	_	_	_
61352	cardiogenic shock	shock caused by cardiac arrest	13880	26	state
61353	hypovolemic shock	shock caused by severe blood or fluid loss	13881	26	state
61354	obstructive shock	shock caused by obstruction of blood flow	13881	26	state
61355	distributive shock	shock caused by poor distribution of the blood flow	13881	26	state
61356	anaphylactic shock	a severe and rapid and sometimes fatal hypersensitivity reaction to a substance (especially a vaccine or penicillin or shellfish or insect venom) to which the organism has become sensitized by previous exposure	13881	26	state
61357	insulin shock	hypoglycemia produced by excessive insulin in the system causing coma	13881	26	state
61358	decompression sickness	pain resulting from rapid change in pressure	13881	26	state
61359	food poisoning	illness caused by poisonous or contaminated food	13882	26	state
61360	botulism	poisoning from ingesting botulin; affects the CNS	_	_	_
61361	salmonellosis	a kind of food poisoning caused by eating foods contaminated with Salmonella typhimurium	13883	26	state
61362	lead poisoning	toxic condition produced by the absorption of excessive lead into the system	13883	26	state
61363	lead colic	symptom of chronic lead poisoning and associated with obstinate constipation	13883	26	state
61364	catalepsy	a trancelike state with loss of voluntary motion and failure to react to stimuli	13883	26	state
61365	disease	an impairment of health or a condition of abnormal functioning	13883	26	state
61366	angiopathy	any disease of the blood vessels or lymph ducts	13884	26	state
